alert_id,timestamp,source_rule,mitre_tactic,mitre_technique,inherent_severity,vendor_severity,asset_type,asset_criticality,alert_count_1h,alert_count_24h,has_ioc_match,user_privilege_level,time_since_last_alert,disposition,contextual_risk,burst_index,severity_gap,source_id,alert_type,detection_tool,detection_vendor,asset_id,asset_hostname,asset_ip,user_id,user_department,process_name,network_direction
019af411-3222-700a-8000-000000000000,2025-12-27 11:19:27.647979,RULE_019,Initial Access,T1078,2,5,workstation,6,2,7,False,standard,366,true_positive,12,0.5283208335737188,-3,SRC_0040,anomaly,SIEM,CrowdStrike,AST_0040,WS-0040,172.25.173.206,user_0040,Finance,rundll32.exe,inbound
019af411-3223-700b-8000-000000000000,2025-12-30 06:08:36.297704,RULE_038,Lateral Movement,T1077,4,4,workstation,6,4,10,True,admin,468,escalated,24,0.6711877414712396,0,SRC_0100,anomaly,CloudTrail,CrowdStrike,AST_0100,WS-0100,10.141.96.240,adm_0100,Operations,svchost.exe,lateral
019af411-3224-700c-8000-000000000000,2026-02-09 16:50:11,RULE_012,Discovery,T1018,1,5,server,6,5,13,False,standard,2146,false_positive,6,0.6789391989029928,-4,SRC_0004,anomaly,CloudTrail,Splunk,AST_0004,SRV-0004,10.52.181.200,user_0004,HR,ssh,lateral
019af411-3225-700d-8000-000000000000,2026-02-12 10:17:53,RULE_037,Reconnaissance,T1590,1,2,server,6,6,17,False,standard,135,false_positive,6,0.6732387083908185,-1,SRC_0128,anomaly,SIEM,CrowdStrike,AST_0128,SRV-0128,172.17.225.140,user_0128,Engineering,python.exe,inbound
019af411-3226-700e-8000-000000000000,2026-01-13 10:46:23,RULE_027,Reconnaissance,T1592,1,3,server,7,8,18,False,standard,672,false_positive,7,0.746228600043274,-2,SRC_0231,anomaly,Firewall,Splunk,AST_0231,SRV-0231,10.145.181.84,user_0231,Operations,bash,inbound
019af411-3227-700f-8000-000000000000,2026-03-02 08:12:35.773225,RULE_041,Reconnaissance,T1590,1,4,workstation,5,5,12,False,admin,914,false_positive,5,0.6985554954587144,-3,SRC_0063,anomaly,IDS,Palo Alto Networks,AST_0063,WS-0063,172.25.229.60,adm_0063,HR,python.exe,inbound
019af411-3228-7010-8000-000000000000,2026-01-16 14:00:30,RULE_038,Defense Evasion,T1036,3,3,workstation,4,4,16,False,standard,559,false_positive,12,0.5680609671737329,0,SRC_0197,anomaly,EDR,SentinelOne,AST_0197,WS-0197,172.22.16.92,user_0197,Security,wmic.exe,internal
019af411-3229-7011-8000-000000000000,2025-12-21 09:20:56,RULE_002,Discovery,T1046,1,1,workstation,6,10,30,False,standard,55,false_positive,6,0.6982831123151737,0,SRC_0066,signature_broad,SIEM,Splunk,AST_0066,WS-0066,192.168.71.195,user_0066,Operations,curl.exe,lateral
019af411-322a-7012-8000-000000000000,2026-01-27 08:33:34.198999,RULE_001,Initial Access,T1190,2,5,domain_controller,8,8,18,True,standard,366,true_positive,16,0.746228600043274,-3,SRC_0136,signature_broad,IDS,CrowdStrike,AST_0136,DC-0136,172.30.111.23,user_0136,Finance,curl.exe,inbound
019af411-322b-7013-8000-000000000000,2026-01-29 11:56:00,RULE_007,Impact,T1489,4,1,workstation,6,2,16,False,admin,1420,false_positive,24,0.3877619350384901,3,SRC_0038,anomaly,CloudTrail,Cisco,AST_0038,WS-0038,172.24.4.145,adm_0038,Operations,bash,internal
019af411-322c-7014-8000-000000000000,2026-03-03 13:20:20,RULE_034,Reconnaissance,T1595,1,5,cloud_vm,7,9,21,False,admin,705,false_positive,7,0.744921859773347,-4,SRC_0131,anomaly,Email Gateway,Palo Alto Networks,AST_0131,VM-0131,192.168.47.104,adm_0131,HR,wmic.exe,inbound
019af411-322d-7015-8000-000000000000,2026-02-13 10:35:26.002517,RULE_034,Privilege Escalation,T1078,3,5,cloud_vm,7,2,7,True,admin,215,true_positive,21,0.5283208335737188,-2,SRC_0131,anomaly,Email Gateway,Palo Alto Networks,AST_0131,VM-0131,192.168.47.104,adm_0131,HR,wmic.exe,internal
019af411-322e-7016-8000-000000000000,2026-01-04 12:40:53,RULE_033,Discovery,T1087,1,1,cloud_vm,4,9,23,False,admin,343,false_positive,4,0.7245267751622539,0,SRC_0186,anomaly,SIEM,Splunk,AST_0186,VM-0186,10.190.175.47,adm_0186,Finance,rundll32.exe,lateral
019af411-322f-7017-8000-000000000000,2026-01-10 15:09:09,RULE_024,Discovery,T1087,1,2,iot,3,16,16,False,admin,156,false_positive,3,1.0,-1,SRC_0076,anomaly,EDR,Palo Alto Networks,AST_0076,IOT-0076,172.30.66.157,adm_0076,Finance,curl.exe,lateral
019af411-3230-7018-8000-000000000000,2026-02-15 09:42:47,RULE_002,Privilege Escalation,T1134,3,2,workstation,2,6,12,False,standard,42,false_positive,6,0.7586544129592989,1,SRC_0156,anomaly,Firewall,Cisco,AST_0156,WS-0156,10.165.30.6,user_0156,Engineering,powershell.exe,internal
019af411-3231-7019-8000-000000000000,2025-12-23 11:10:27,RULE_028,Reconnaissance,T1590,1,2,iot,1,7,23,False,standard,277,false_positive,1,0.6543128759565946,-1,SRC_0227,anomaly,Email Gateway,SentinelOne,AST_0227,IOT-0227,172.21.234.250,user_0227,Finance,cmd.exe,inbound
019af411-3232-701a-8000-000000000000,2026-02-01 13:41:16,RULE_029,Discovery,T1087,1,2,workstation,6,9,15,False,standard,68,false_positive,6,0.8304820237218407,-1,SRC_0141,anomaly,Firewall,SentinelOne,AST_0141,WS-0141,10.83.254.244,user_0141,IT,powershell.exe,lateral
019af411-3233-701b-8000-000000000000,2025-12-13 17:05:16.150414,RULE_024,Privilege Escalation,T1068,3,3,server,7,2,6,False,standard,327,escalated,21,0.5645750340535797,0,SRC_0053,anomaly,EDR,CrowdStrike,AST_0053,SRV-0053,172.17.112.102,user_0053,HR,rundll32.exe,internal
019af411-3234-701c-8000-000000000000,2026-02-28 00:30:20.592842,RULE_008,Impact,T1489,4,2,cloud_vm,8,1,9,True,standard,185,true_positive,32,0.30102999566398114,2,SRC_0075,anomaly,NDR,Palo Alto Networks,AST_0075,VM-0075,172.27.33.141,user_0075,HR,wmic.exe,internal
019af411-3235-701d-8000-000000000000,2026-01-21 20:00:23.059667,RULE_019,Initial Access,T1190,2,3,workstation,5,1,10,False,standard,6181,escalated,10,0.2890648263178878,-1,SRC_0005,anomaly,CloudTrail,Cisco,AST_0005,WS-0005,192.168.127.69,user_0005,Engineering,python.exe,inbound
019af411-3236-701e-8000-000000000000,2025-12-26 22:23:07.614819,RULE_020,Execution,T1059,2,5,cloud_vm,8,5,9,True,standard,366,true_positive,16,0.7781512503836435,-3,SRC_0099,anomaly,EDR,Microsoft,AST_0099,VM-0099,192.168.68.168,user_0099,IT,rundll32.exe,internal
019af411-3237-701f-8000-000000000000,2026-02-11 06:47:39.200925,RULE_020,Defense Evasion,T1562,3,2,cloud_vm,8,3,10,False,service_account,279,escalated,24,0.5781296526357756,1,SRC_0014,anomaly,Email Gateway,Cisco,AST_0014,VM-0014,172.31.14.100,svc_0014,IT,curl.exe,internal
019af411-3238-7020-8000-000000000000,2026-02-16 08:32:42.134384,RULE_007,Command and Control,T1105,3,2,workstation,6,13,19,False,admin,232,false_positive,18,0.8809389787307026,1,SRC_0038,anomaly,CloudTrail,Cisco,AST_0038,WS-0038,172.24.4.145,adm_0038,Operations,bash,outbound
019af411-3239-7021-8000-000000000000,2026-01-23 14:27:09,RULE_024,Execution,T1203,2,4,server,6,4,10,False,service_account,519,false_positive,12,0.6711877414712396,-2,SRC_0011,anomaly,Firewall,Cisco,AST_0011,SRV-0011,192.168.162.244,svc_0011,Security,wmic.exe,internal
019af411-323a-7022-8000-000000000000,2026-01-29 16:09:13,RULE_010,Defense Evasion,T1070,3,4,workstation,3,13,17,False,standard,411,false_positive,9,0.9130511749589498,-1,SRC_0140,anomaly,SIEM,Cisco,AST_0140,WS-0140,192.168.33.80,user_0140,Operations,bash,internal
019af411-323b-7023-8000-000000000000,2025-12-06 11:44:53,RULE_035,Discovery,T1087,1,2,workstation,5,8,25,False,standard,123,false_positive,5,0.674389034116991,-1,SRC_0149,signature_broad,EDR,Splunk,AST_0149,WS-0149,10.153.133.210,user_0149,Engineering,python.exe,lateral
019af411-323c-7024-8000-000000000000,2025-12-15 15:20:22,RULE_022,Privilege Escalation,T1548,3,3,cloud_vm,7,3,12,False,standard,2438,false_positive,21,0.5404763088546395,0,SRC_0105,anomaly,Firewall,Palo Alto Networks,AST_0105,VM-0105,10.104.203.235,user_0105,Engineering,powershell.exe,internal
019af411-323d-7025-8000-000000000000,2026-01-17 10:21:14,RULE_014,Discovery,T1087,1,1,workstation,3,11,14,False,standard,52,false_positive,3,0.9175999207018439,0,SRC_0013,anomaly,SIEM,Splunk,AST_0013,WS-0013,192.168.10.220,user_0013,HR,bash,lateral
019af411-323e-7026-8000-000000000000,2026-02-28 09:56:07,RULE_038,Reconnaissance,T1590,1,3,cloud_vm,7,8,14,False,standard,1879,false_positive,7,0.8113677421644259,-2,SRC_0029,anomaly,SIEM,Palo Alto Networks,AST_0029,VM-0029,172.31.46.121,user_0029,IT,curl.exe,inbound
019af411-323f-7027-8000-000000000000,2025-12-28 17:26:21,RULE_043,Discovery,T1082,1,5,server,5,8,18,False,service_account,1,false_positive,5,0.746228600043274,-4,SRC_0194,anomaly,Email Gateway,Microsoft,AST_0194,SRV-0194,172.26.196.108,svc_0194,HR,ssh,lateral
019af411-3240-7028-8000-000000000000,2026-01-25 13:58:21,RULE_020,Initial Access,T1078,2,3,cloud_vm,8,2,12,False,standard,908,false_positive,16,0.42831734103139474,-1,SRC_0099,anomaly,EDR,Microsoft,AST_0099,VM-0099,192.168.68.168,user_0099,IT,powershell.exe,inbound
019af411-3241-7029-8000-000000000000,2026-01-17 11:10:14,RULE_041,Resource Development,T1585,1,1,workstation,5,5,15,False,admin,128,false_positive,5,0.646240625180289,0,SRC_0063,anomaly,IDS,Palo Alto Networks,AST_0063,WS-0063,172.25.229.60,adm_0063,HR,bash,internal
019af411-3242-702a-8000-000000000000,2026-01-12 13:28:40.495244,RULE_001,Lateral Movement,T1091,4,4,domain_controller,8,3,11,False,standard,1665,true_positive,32,0.5578858913022596,0,SRC_0136,anomaly,IDS,CrowdStrike,AST_0136,DC-0136,172.30.111.23,user_0136,Finance,wmic.exe,lateral
019af411-3243-702b-8000-000000000000,2025-12-23 18:40:21.538265,RULE_010,Impact,T1499,4,2,domain_controller,9,2,6,False,standard,1393,true_positive,36,0.5645750340535797,2,SRC_0044,anomaly,IDS,Microsoft,AST_0044,DC-0044,192.168.10.13,user_0044,IT,svchost.exe,internal
019af411-3244-702c-8000-000000000000,2026-01-26 11:31:58,RULE_034,Discovery,T1046,1,2,cloud_vm,7,8,16,False,admin,236,false_positive,7,0.7755238700769802,-1,SRC_0131,anomaly,Email Gateway,Palo Alto Networks,AST_0131,VM-0131,192.168.47.104,adm_0131,HR,cmd.exe,lateral
019af411-3245-702d-8000-000000000000,2026-02-03 12:07:43,RULE_028,Discovery,T1018,1,2,workstation,2,9,24,False,standard,798,false_positive,2,0.7153382790366967,-1,SRC_0177,anomaly,CloudTrail,Microsoft,AST_0177,WS-0177,192.168.152.106,user_0177,Finance,curl.exe,lateral
019af411-3246-702e-8000-000000000000,2025-12-06 20:10:51.734761,RULE_030,Discovery,T1046,1,5,domain_controller,9,13,23,True,service_account,539,true_positive,9,0.8304004496130023,-4,SRC_0166,anomaly,CloudTrail,Cisco,AST_0166,DC-0166,172.24.234.235,svc_0166,Finance,wmic.exe,lateral
019af411-3247-702f-8000-000000000000,2026-01-11 22:28:48.684039,RULE_037,Collection,T1114,3,3,server,6,1,17,False,standard,3068,escalated,18,0.23981246656813146,0,SRC_0128,anomaly,SIEM,CrowdStrike,AST_0128,SRV-0128,172.17.225.140,user_0128,Engineering,svchost.exe,internal
019af411-3248-7030-8000-000000000000,2026-01-09 10:23:26,RULE_022,Persistence,T1053,2,3,server,7,4,9,False,service_account,467,false_positive,14,0.6989700043360187,-1,SRC_0178,anomaly,NDR,Microsoft,AST_0178,SRV-0178,10.160.29.2,svc_0178,Security,powershell.exe,internal
019af411-3249-7031-8000-000000000000,2025-12-07 05:22:50.189052,RULE_007,Resource Development,T1587,1,3,workstation,4,15,24,False,standard,292,false_positive,4,0.8613531161467861,-2,SRC_0246,signature_broad,EDR,CrowdStrike,AST_0246,WS-0246,10.187.113.156,user_0246,Operations,svchost.exe,internal
019af411-324a-7032-8000-000000000000,2026-01-18 09:57:47,RULE_038,Lateral Movement,T1550,4,3,cloud_vm,4,6,10,False,standard,225,false_positive,16,0.8115075629572489,1,SRC_0146,anomaly,Email Gateway,Palo Alto Networks,AST_0146,VM-0146,172.31.30.249,user_0146,Engineering,svchost.exe,lateral
019af411-324b-7033-8000-000000000000,2026-02-17 22:23:51.985792,RULE_024,Reconnaissance,T1595,1,2,iot,4,6,14,False,admin,726,false_positive,4,0.7185650207899779,-1,SRC_0094,anomaly,SIEM,Palo Alto Networks,AST_0094,IOT-0094,10.3.133.99,adm_0094,Engineering,cmd.exe,inbound
019af411-324c-7034-8000-000000000000,2026-02-07 19:40:58.744879,RULE_034,Execution,T1059,2,2,cloud_vm,7,5,18,False,admin,234,false_positive,14,0.6085232133882752,0,SRC_0131,anomaly,Email Gateway,Palo Alto Networks,AST_0131,VM-0131,192.168.47.104,adm_0131,HR,rundll32.exe,internal
019af411-324d-7035-8000-000000000000,2026-02-03 18:17:51.908591,RULE_033,Lateral Movement,T1021,4,4,server,9,4,11,True,standard,3661,true_positive,36,0.647685462377997,0,SRC_0162,anomaly,NDR,Cisco,AST_0162,SRV-0162,10.184.1.110,user_0162,Finance,bash,lateral
019af411-324e-7036-8000-000000000000,2026-02-24 20:32:41.714296,RULE_048,Collection,T1005,3,5,workstation,3,1,11,True,standard,987,true_positive,9,0.2789429456511298,-2,SRC_0067,anomaly,CloudTrail,Splunk,AST_0067,WS-0067,10.214.234.17,user_0067,Finance,python.exe,internal
019af411-324f-7037-8000-000000000000,2026-02-03 03:05:28.284366,RULE_038,Reconnaissance,T1595,1,2,workstation,6,12,27,False,admin,155,false_positive,6,0.7697454791952953,-1,SRC_0100,anomaly,CloudTrail,CrowdStrike,AST_0100,WS-0100,10.141.96.240,adm_0100,Operations,ssh,inbound
019af411-3250-7038-8000-000000000000,2025-12-09 17:44:11,RULE_009,Initial Access,T1190,2,2,workstation,3,10,19,False,standard,937,false_positive,6,0.8004371064686714,0,SRC_0199,anomaly,Firewall,Palo Alto Networks,AST_0199,WS-0199,192.168.154.126,user_0199,HR,powershell.exe,inbound
019af411-3251-7039-8000-000000000000,2026-01-12 14:37:04,RULE_046,Execution,T1203,2,4,server,6,11,14,False,standard,237,false_positive,12,0.9175999207018439,-2,SRC_0003,anomaly,SIEM,SentinelOne,AST_0003,SRV-0003,172.21.226.142,user_0003,Operations,rundll32.exe,internal
019af411-3252-703a-8000-000000000000,2025-12-18 08:56:35,RULE_020,Reconnaissance,T1595,1,3,cloud_vm,8,8,14,False,service_account,43,false_positive,8,0.8113677421644259,-2,SRC_0014,anomaly,Email Gateway,Cisco,AST_0014,VM-0014,172.31.14.100,svc_0014,IT,python.exe,inbound
019af411-3253-703b-8000-000000000000,2026-02-26 10:57:44,RULE_033,Privilege Escalation,T1548,3,3,workstation,6,8,9,False,standard,27,false_positive,18,0.9542425094393249,0,SRC_0008,anomaly,CloudTrail,CrowdStrike,AST_0008,WS-0008,172.21.154.104,user_0008,HR,powershell.exe,internal
019af411-3254-703c-8000-000000000000,2025-12-09 17:31:54,RULE_028,Execution,T1106,2,1,workstation,4,5,13,False,standard,1709,false_positive,8,0.6789391989029928,1,SRC_0173,anomaly,NDR,Palo Alto Networks,AST_0173,WS-0173,192.168.55.124,user_0173,Finance,rundll32.exe,internal
019af411-3255-703d-8000-000000000000,2026-02-26 13:45:49,RULE_007,Initial Access,T1566,2,2,workstation,2,11,28,False,service_account,429,false_positive,4,0.737953175262888,0,SRC_0021,anomaly,IDS,Splunk,AST_0021,WS-0021,172.30.8.24,svc_0021,IT,python.exe,inbound
019af411-3256-703e-8000-000000000000,2025-12-25 10:03:38,RULE_042,Collection,T1005,3,2,workstation,5,2,5,False,admin,2862,false_positive,15,0.6131471927654585,1,SRC_0240,anomaly,Email Gateway,CrowdStrike,AST_0240,WS-0240,192.168.17.51,adm_0240,Security,python.exe,internal
019af411-3257-703f-8000-000000000000,2026-02-26 10:20:14,RULE_002,Exfiltration,T1020,4,3,workstation,2,2,2,False,standard,434,false_positive,8,1.0,1,SRC_0156,anomaly,Firewall,Cisco,AST_0156,WS-0156,10.165.30.6,user_0156,Engineering,powershell.exe,outbound
019af411-3258-7040-8000-000000000000,2026-01-15 15:52:10,RULE_038,Command and Control,T1219,3,3,cloud_vm,7,5,7,False,standard,5383,false_positive,21,0.8616541669070521,0,SRC_0029,anomaly,SIEM,Palo Alto Networks,AST_0029,VM-0029,172.31.46.121,user_0029,IT,bash,outbound
019af411-3259-7041-8000-000000000000,2026-01-16 15:55:34,RULE_034,Persistence,T1543,2,3,cloud_vm,7,3,13,False,admin,2495,false_positive,14,0.5252990700743871,-1,SRC_0131,anomaly,Email Gateway,Palo Alto Networks,AST_0131,VM-0131,192.168.47.104,adm_0131,HR,rundll32.exe,internal
019af411-325a-7042-8000-000000000000,2026-02-18 10:35:11.091553,RULE_013,Discovery,T1046,1,5,workstation,3,1,15,True,standard,35,true_positive,3,0.25,-4,SRC_0036,anomaly,EDR,SentinelOne,AST_0036,WS-0036,192.168.92.44,user_0036,Engineering,wmic.exe,lateral
019af411-325b-7043-8000-000000000000,2026-02-26 01:19:21.310350,RULE_019,Collection,T1039,3,2,workstation,6,0,3,True,standard,8505,true_positive,18,0.0,1,SRC_0040,behavioral,SIEM,CrowdStrike,AST_0040,WS-0040,172.25.173.206,user_0040,Finance,bash,internal
019af411-325c-7044-8000-000000000000,2025-12-23 10:17:04,RULE_045,Reconnaissance,T1595,1,4,server,7,5,19,False,standard,1373,false_positive,7,0.5981040045018439,-3,SRC_0132,anomaly,NDR,SentinelOne,AST_0132,SRV-0132,10.253.137.83,user_0132,IT,bash,inbound
019af411-325d-7045-8000-000000000000,2026-02-27 17:16:02.640254,RULE_038,Resource Development,T1585,1,2,iot,1,12,17,False,standard,161,false_positive,1,0.8874115761940965,-1,SRC_0020,anomaly,NDR,Palo Alto Networks,AST_0020,IOT-0020,172.22.181.205,user_0020,IT,rundll32.exe,internal
019af411-325e-7046-8000-000000000000,2026-01-12 13:47:09,RULE_035,Discovery,T1018,1,4,iot,2,11,25,False,standard,519,false_positive,2,0.7626866241652218,-3,SRC_0164,anomaly,SIEM,SentinelOne,AST_0164,IOT-0164,10.31.198.210,user_0164,HR,powershell.exe,lateral
019af411-325f-7047-8000-000000000000,2026-01-25 18:59:46.263953,RULE_038,Impact,T1491,4,4,workstation,6,2,13,True,admin,1609,true_positive,24,0.4162896638657993,0,SRC_0100,anomaly,CloudTrail,CrowdStrike,AST_0100,WS-0100,10.141.96.240,adm_0100,Operations,python.exe,internal
019af411-3260-7048-8000-000000000000,2026-01-13 13:56:14,RULE_035,Resource Development,T1588,1,4,workstation,5,6,22,False,standard,17,false_positive,5,0.6206071563358557,-3,SRC_0149,anomaly,EDR,Splunk,AST_0149,WS-0149,10.153.133.210,user_0149,Engineering,rundll32.exe,internal
019af411-3261-7049-8000-000000000000,2026-02-05 14:15:07,RULE_007,Discovery,T1082,1,4,server,8,6,21,False,standard,537,false_positive,8,0.6295320036582305,-3,SRC_0223,signature_broad,SIEM,SentinelOne,AST_0223,SRV-0223,192.168.2.67,user_0223,Engineering,svchost.exe,lateral
019af411-3262-704a-8000-000000000000,2026-02-07 12:23:54,RULE_008,Reconnaissance,T1589,1,3,cloud_vm,8,8,21,False,standard,1443,false_positive,8,0.7108361048063275,-2,SRC_0143,signature_broad,NDR,Palo Alto Networks,AST_0143,VM-0143,10.164.127.107,user_0143,Operations,python.exe,inbound
019af411-3263-704b-8000-000000000000,2026-02-13 11:04:24,RULE_019,Defense Evasion,T1027,3,2,workstation,6,1,4,False,standard,1508,false_positive,18,0.43067655807339306,1,SRC_0040,anomaly,SIEM,CrowdStrike,AST_0040,WS-0040,172.25.173.206,user_0040,Finance,rundll32.exe,internal
019af411-3264-704c-8000-000000000000,2025-12-09 11:39:05,RULE_006,Initial Access,T1566,2,2,cloud_vm,7,9,15,False,standard,27,false_positive,14,0.8304820237218407,0,SRC_0016,anomaly,Firewall,Microsoft,AST_0016,VM-0016,10.126.102.215,user_0016,Finance,rundll32.exe,inbound
019af411-3265-704d-8000-000000000000,2026-01-24 09:46:56,RULE_031,Resource Development,T1587,1,2,cloud_vm,7,13,24,False,standard,8,false_positive,7,0.8198692565977803,-1,SRC_0205,anomaly,Firewall,Splunk,AST_0205,VM-0205,10.63.21.2,user_0205,HR,cmd.exe,internal
019af411-3266-704e-8000-000000000000,2025-12-08 02:02:48.336542,RULE_024,Lateral Movement,T1550,4,1,domain_controller,9,3,3,True,admin,2013,true_positive,36,1.0,3,SRC_0082,anomaly,CloudTrail,Cisco,AST_0082,DC-0082,10.25.144.127,adm_0082,HR,svchost.exe,lateral
019af411-3267-704f-8000-000000000000,2026-01-26 01:16:52.954152,RULE_024,Initial Access,T1566,2,2,server,7,1,13,True,standard,567,escalated,14,0.26264953503719357,0,SRC_0053,anomaly,EDR,CrowdStrike,AST_0053,SRV-0053,172.17.112.102,user_0053,HR,ssh,inbound
019af411-3268-7050-8000-000000000000,2025-12-29 06:45:02.227421,RULE_019,Privilege Escalation,T1134,3,3,workstation,6,3,6,False,standard,1429,escalated,18,0.7124143742160444,0,SRC_0040,anomaly,SIEM,CrowdStrike,AST_0040,WS-0040,172.25.173.206,user_0040,Finance,powershell.exe,internal
019af411-3269-7051-8000-000000000000,2026-02-08 11:59:11,RULE_008,Discovery,T1018,1,1,server,8,7,23,False,standard,1850,false_positive,8,0.6543128759565946,0,SRC_0220,signature_broad,Email Gateway,CrowdStrike,AST_0220,SRV-0220,192.168.26.42,user_0220,Security,svchost.exe,lateral
019af411-326a-7052-8000-000000000000,2026-01-14 12:32:20.643590,RULE_033,Reconnaissance,T1589,1,1,cloud_vm,4,5,15,False,admin,9,false_positive,4,0.646240625180289,0,SRC_0186,anomaly,SIEM,Splunk,AST_0186,VM-0186,10.190.175.47,adm_0186,Finance,svchost.exe,inbound
019af411-326b-7053-8000-000000000000,2025-12-07 09:21:04,RULE_027,Reconnaissance,T1590,1,2,server,7,8,19,False,standard,293,false_positive,7,0.7334515826841693,-1,SRC_0231,anomaly,Firewall,Splunk,AST_0231,SRV-0231,10.145.181.84,user_0231,Operations,ssh,inbound
019af411-326c-7054-8000-000000000000,2026-01-19 14:09:37,RULE_043,Execution,T1203,2,1,server,6,5,5,False,standard,1045,false_positive,12,1.0,1,SRC_0209,anomaly,Firewall,SentinelOne,AST_0209,SRV-0209,172.22.18.142,user_0209,IT,powershell.exe,internal
019af411-326d-7055-8000-000000000000,2026-01-14 12:54:52,RULE_028,Reconnaissance,T1595,1,1,workstation,4,6,14,False,admin,300,false_positive,4,0.7185650207899779,0,SRC_0085,anomaly,SIEM,SentinelOne,AST_0085,WS-0085,10.188.169.173,adm_0085,Finance,bash,inbound
019af411-326e-7056-8000-000000000000,2026-03-02 17:51:38.571817,RULE_013,Impact,T1491,4,3,server,6,1,3,True,standard,1177,true_positive,24,0.5,1,SRC_0243,behavioral,NDR,CrowdStrike,AST_0243,SRV-0243,10.193.183.186,user_0243,Engineering,bash,internal
019af411-326f-7057-8000-000000000000,2026-01-10 17:09:39,RULE_037,Discovery,T1087,1,2,workstation,3,7,27,False,admin,745,false_positive,3,0.6240437930295284,-1,SRC_0210,anomaly,Email Gateway,Microsoft,AST_0210,WS-0210,192.168.122.218,adm_0210,HR,svchost.exe,lateral
019af411-3270-7058-8000-000000000000,2026-02-10 13:25:53,RULE_034,Initial Access,T1078,2,2,cloud_vm,7,1,14,False,admin,392,false_positive,14,0.2559580248098155,0,SRC_0131,anomaly,Email Gateway,Palo Alto Networks,AST_0131,VM-0131,192.168.47.104,adm_0131,HR,rundll32.exe,inbound
019af411-3271-7059-8000-000000000000,2025-12-25 12:16:06,RULE_028,Credential Access,T1556,3,2,workstation,4,5,12,False,standard,198,false_positive,12,0.6985554954587144,1,SRC_0173,anomaly,NDR,Palo Alto Networks,AST_0173,WS-0173,192.168.55.124,user_0173,Finance,bash,lateral
